title,year,duration,country,avg_vote,votes
A Happening of Monumental Proportions,2017,81,"USA, UK",4.7,686
Mom and Dad,2017,86,"USA, UK",5.5,19643
"Juliet, Naked - Tutta un'altra musica",2018,97,"USA, UK",6.6,17597
Piccoli Brividi 2 - I fantasmi di Halloween,2018,90,"USA, UK",5.6,16490
Il filo nascosto,2017,130,"USA, UK",7.5,106231
Wounds,2019,95,"USA, UK",4,14578
La diseducazione di Cameron Post,2018,91,"USA, UK",6.6,17874
The Post,2017,116,"USA, UK",7.2,130017
Lost in London,2017,103,"USA, UK",6.2,2925
Breaker,2019,85,"USA, UK",4.9,142
Dopo il matrimonio,2019,112,"USA, UK",6.3,4977
Shadow Wolves,2019,95,"USA, UK",3.7,287
You Should Have Left,2020,93,"USA, UK",5.3,9695
Blackbird,2019,97,"USA, UK",6.8,187
Rattlesnakes,2019,85,"USA, UK",5.5,339
L'assistente della star,2020,113,"USA, UK",6.3,3538
The Night House,2020,108,"USA, UK",6.8,159
Deniz Seviyesi,2014,105,"USA, Turkey",6.3,659
Contract Killers,2008,86,"USA, Trinidad and Tobago",4.5,1136
Bazodee,2015,101,"USA, Trinidad and Tobago",6.6,257
Hacker,2016,95,"USA, Thailand, Kazakhstan, Hong Kong, Canada",6.2,8638
The Black Magic,2002,91,"USA, Thailand, Indonesia",2.9,109
Cam2Cam,2014,91,"USA, Thailand, Austria",3.7,773
The Elephant King,2006,92,"USA, Thailand",6.3,489
Una notte da leoni 2,2011,102,"USA, Thailand",6.4,456333
Hellgate,2011,93,"USA, Thailand",4.5,739
Trade of Innocents,2012,88,"USA, Thailand",5.5,887
No Escape - Colpo di stato,2015,103,"USA, Thailand",6.8,76481
Pernicious,2014,90,"USA, Thailand",4.6,2482
Wet and Reckless,2013,87,"USA, Thailand",6.7,145
My Lucky Elephant,2013,91,"USA, Thailand",6.6,121
Two of Us,2020,95,"USA, Thailand",3.9,651
King Arthur and the Knights of the Round Table,2017,88,"USA, Thailand",2.2,522
The Protector,2020,80,"USA, Thailand",4.6,594
Vita di Pi,2012,127,"USA, Taiwan, UK, Canada",7.9,570273
I pronipoti - Il film,1990,82,"USA, Taiwan, Philippines, China",5.6,4644
Le avventure del piccolo tostapane,1987,90,"USA, Taiwan, Japan, China, Canada",7.3,23273
Cacciatori di ninja,1987,83,"USA, Taiwan",4.3,311
The Host,2013,125,"USA, Switzerland, UK",5.9,109649
Macho,2009,76,"USA, Switzerland, Mexico",5.8,123
4:44 L'ultimo giorno sulla Terra,2011,82,"USA, Switzerland, France",4.6,4977
La favorita,1989,104,"USA, Switzerland",4.6,241
Megaville,1990,95,"USA, Switzerland",3.9,214
Supernova,2000,90,"USA, Switzerland",4.9,16884
L'orgia del vampiro,1971,80,"USA, Switzerland",2.9,181
La regola del sospetto,2003,115,"USA, Switzerland",6.6,128009
Hot Movie - Un film con il lubrificante,2006,83,"USA, Switzerland",2.8,56608
Shouting Secrets,2011,88,"USA, Switzerland",6.5,187
Contagious - Epidemia mortale,2015,95,"USA, Switzerland",5.6,41328
Jobs,2013,128,"USA, Switzerland",5.9,92655
American Ultra,2015,96,"USA, Switzerland",6.1,82946
Adam Green's Aladdin,2016,82,"USA, Switzerland",6.2,210
The Way We Weren't,2019,93,"USA, Switzerland",6.5,1128
Invisible,2007,102,"USA, Sweden, South Africa",6.2,34451
I morti non muoiono,2019,104,"USA, Sweden, South Africa",5.5,46374
Millennium - Uomini che odiano le donne,2011,158,"USA, Sweden, Norway",7.8,411774
Invasion of the Animal People,1959,72,"USA, Sweden",3.9,880
L'adultera,1971,115,"USA, Sweden",6.3,1369
Äntligen midsommar!,2009,86,"USA, Sweden",4.2,478
Swiss Army Man - Un amico multiuso,2016,97,"USA, Sweden",7,103006
Lo scandalo Kennedy,2017,106,"USA, Sweden",6.5,11518
The Cabin,2018,86,"USA, Sweden",2.9,386
Midsommar - Il villaggio dei dannati,2019,148,"USA, Sweden",7.1,176389
The Gunman,2015,115,"USA, Spain, UK, France",5.8,38261
The Perfect Weapon,2016,87,"USA, Spain, Sweden",3.1,1431
Ricatto internazionale,2015,99,"USA, Spain, Peru",6,653
I tre moschettieri,1973,106,"USA, Spain, Panama, UK",7.2,15135
Conan il barbaro,1982,129,"USA, Spain, Mexico",6.9,135134
Fist Fighter,1989,97,"USA, Spain, Mexico",5.1,237
Qui e là,2012,110,"USA, Spain, Mexico",6,211
Il faro in capo al mondo,1971,120,"USA, Spain, Liechtenstein",6.1,1265
Mine,2016,106,"USA, Spain, Italy",5.9,15038
The Raven,2012,110,"USA, Spain, Hungary, Serbia",6.4,81611
Terminator - Destino oscuro,2019,128,"USA, Spain, Hungary, China",6.2,132793
Hunter's Prayer - In fuga,2017,91,"USA, Spain, Germany",5.6,7788
Tomorrowland - Il mondo di domani,2015,130,"USA, Spain, France, Canada, UK",6.4,169586
Oltre il confine,1984,103,"USA, Spain, Australia",5.8,201
No Turning Back,2001,98,"USA, Spain, Australia",5.8,298
I pistoleros di Casa Grande,1964,90,"USA, Spain",4.7,150
Eliminators,1986,96,"USA, Spain",4.8,1846
Alien Predator,1986,90,"USA, Spain",3.7,908
Metropolitan,1990,98,"USA, Spain",7.4,9291
L'ultima missione,1994,102,"USA, Spain",5.8,3759
Vanilla Sky,2001,136,"USA, Spain",6.9,244825
Darkness,2002,88,"USA, Spain",5.5,18610
Americano,2005,95,"USA, Spain",6.1,1265
L'ultimo inquisitore,2006,113,"USA, Spain",6.9,29032
Le mie grosse grasse vacanze greche,2009,95,"USA, Spain",5.9,18167
Quarantena,2008,89,"USA, Spain",5.9,69311
Mother and Child,2009,125,"USA, Spain",7.2,11448
Incontrerai l'uomo dei tuoi sogni,2010,98,"USA, Spain",6.3,43255
La fredda luce del giorno,2012,93,"USA, Spain",4.9,34897
11/11/11,2011,90,"USA, Spain",3.9,11951
A Night in Old Mexico,2013,103,"USA, Spain",5.7,3388
The Green Inferno,2013,100,"USA, Spain",5.3,37576
Ferdinand,2017,108,"USA, Spain",6.7,46400
V/H/S Viral,2014,81,"USA, Spain",4.2,14791
Forse li conosci,2016,101,"USA, Spain",5.6,793
Soldi,2016,86,"USA, Spain",5.5,2498
La vita in un attimo,2018,117,"USA, Spain",6.8,15892
Legionnaire's Trail,2020,96,"USA, Spain",3.2,387
Raspad - Cielo malato,1990,103,"USA, Soviet Union",6.7,193
Blade Gen - The Gene Generation,2007,96,"USA, South Korea, Singapore",4.3,2579
La voce del cigno,2001,75,"USA, South Korea, India",5.1,985
SpongeBob - Fuori dall'acqua,2015,92,"USA, South Korea, Australia",6,47499
Undoing,2006,90,"USA, South Korea",4.2,178
Ark,2005,84,"USA, South Korea",6.1,560
American Zombie,2007,90,"USA, South Korea",5,1113
The Reef - Amici per le pinne,2006,77,"USA, South Korea",4.2,3740
Na-moo-eobs-neun san,2008,89,"USA, South Korea",7,1660
Chingu 2,2013,124,"USA, South Korea",6.2,499
Hotel Transylvania 3: Summer Vacation,2018,97,"USA, South Korea",6.3,54196
"Endings, Beginnings",2019,110,"USA, South Korea",5.8,1626
Slipstream,2005,89,"USA, South Africa, Zambia, Germany",4.6,3196
Scorpione rosso,1988,105,"USA, South Africa, Namibia",5.2,8142
The Forgotten Kingdom,2013,101,"USA, South Africa, Lesotho",7,203
14 anni vergine,2007,93,"USA, South Africa, Italy",5.5,3256
The Fall,2006,117,"USA, South Africa, India",7.9,105844
Drum,2004,94,"USA, South Africa, Germany",6.4,334
Heatstroke,2013,92,"USA, South Africa, Germany",4.8,2860
The Banana Splits Movie,2019,89,"USA, South Africa, Canada",5,2373
Il Rally piu' pazzo d'Africa,1982,92,"USA, South Africa",4.8,324
Un'aliena al centro della Terra,1988,87,"USA, South Africa",2.9,3331
Guerriero americano 2,1987,90,"USA, South Africa",4.9,7878
Saxman,1990,87,"USA, South Africa",4.8,325
Atto di pirateria,1988,96,"USA, South Africa",4.3,258
Sepolti vivi,1989,87,"USA, South Africa",4.3,643
Scontro finale,1990,94,"USA, South Africa",4.2,196
Thieves of Fortune,1990,100,"USA, South Africa",4.8,128
Senza esclusione di colpi 2,1991,92,"USA, South Africa",3.6,574
Guerriero americano 4,1990,99,"USA, South Africa",3.9,4374
Chain of Desire,1992,107,"USA, South Africa",5.1,388
Seduzione mortale,1994,94,"USA, South Africa",4.1,504
Caduta libera,1994,96,"USA, South Africa",4.7,583
Never say die: Ultimo scontro,1994,99,"USA, South Africa",4.3,165
Operation Delta Force 3: Clear Target,1998,94,"USA, South Africa",5.4,2323
Dangerous Ground,1997,95,"USA, South Africa",4.5,1809
The Story of an African Farm,2004,97,"USA, South Africa",4.7,176
10.000 A.C.,2008,109,"USA, South Africa",5.1,124337
Frost,2008,92,"USA, South Africa",5.8,535
Pulse 2: Afterlife,2008,89,"USA, South Africa",3.6,2578
Pulse 3,2008,91,"USA, South Africa",3.7,1837
Jock,2011,89,"USA, South Africa",4.5,544
Escape Room,2019,99,"USA, South Africa",6.3,77941
Action Point,2018,85,"USA, South Africa",5.1,9578
La battaglia dei dannati,2013,88,"USA, Singapore",4.5,3659
Crawl - Intrappolati,2019,87,"USA, Serbia, Canada",6.2,61874
Killer senza scampo,2005,90,"USA, Serbia and Montenegro",6.6,388
Film Noir,2007,97,"USA, Serbia",6.4,1515
Un alibi perfetto,2009,106,"USA, Saudi Arabia",5.9,12135
Edison - L'uomo che illuminò il mondo,2017,108,"USA, Russia, UK",6.5,16808
Danza macabra,1992,97,"USA, Russia",3.3,306
Marquis de Sade,1996,93,"USA, Russia",4,502
Captivity,2007,96,"USA, Russia",4.7,22412
Blizhniy Boy: The Ultimate Fighter,2007,105,"USA, Russia",5.5,209
Perestroika,2009,116,"USA, Russia",4.3,126
You and I,2011,100,"USA, Russia",4.6,2155
Born Into Mafia,2007,78,"USA, Russia",1.4,222
L'ora nera,2011,89,"USA, Russia",4.9,57179
Jack Ryan - L'iniziazione,2014,105,"USA, Russia",6.2,120924
Shadows in Paradise,2010,87,"USA, Russia",3.7,341
Il marchio di sangue,2012,106,"USA, Russia",4.7,8745
Assassins Run,2013,88,"USA, Russia",4.2,1407
La leggenda del cacciatore di vampiri,2012,105,"USA, Russia",5.9,147495
Jayne Mansfield's Car - L'ultimo desiderio,2012,122,"USA, Russia",6.3,2856
Red Sky,2014,100,"USA, Russia",4.1,1438
Machete Kills,2013,107,"USA, Russia",5.6,73365
Higher Mission,2015,88,"USA, Russia",3.2,194
Unfriended,2014,83,"USA, Russia",5.5,66829
Unfriended: Dark Web,2018,92,"USA, Russia",5.9,23609
Maximum Impact,2017,109,"USA, Russia",2,762
Ded Moroz. Bitva Magov,2016,117,"USA, Russia",3.6,301
Pulse,2006,90,"USA, Romania, South Africa",4.8,27819
Usturoi,2014,90,"USA, Romania, Netherlands",7.8,813
One Point O,2004,92,"USA, Romania, Iceland",6.1,5481
Riflessi di paura,2008,110,"USA, Romania, Germany",6.2,100915
Un'altra giovinezza,2007,124,"USA, Romania, France, Italy, Germany",6.2,12836
Mandroid,1993,81,"USA, Romania",4.2,453
Invisibile,1993,83,"USA, Romania",4.2,265
Oblivion,1994,94,"USA, Romania",5.1,1133
Last Gasp,1995,93,"USA, Romania",4.5,420
Gli allegri folletti: Avventura in America,1995,84,"USA, Romania",4.2,228
Serpent's Lair,1995,90,"USA, Romania",4,583
Alien Abduction: Intimate Secrets,1996,90,"USA, Romania",3.4,216
Demon in the Bottle,1996,85,"USA, Romania",4.8,126
Il West del futuro,1996,83,"USA, Romania",5.4,469
Petticoat Planet,1996,78,"USA, Romania",2.6,395
Spellbreaker: Secret of the Leprechauns,1996,85,"USA, Romania",3.6,133
Hideous!,1997,82,"USA, Romania",4.9,864
The Incredible Genie,1999,90,"USA, Romania",3.6,123
The Secret Kingdom,1998,90,"USA, Romania",4.9,183
Frankenstein Reborn!,1998,70,"USA, Romania",4.1,108
The Elite,2001,99,"USA, Romania",3.7,479
Return of the Living Dead: Necropolis,2005,88,"USA, Romania",3.3,4582
Return of the Living Dead: Rave to the Grave,2005,86,"USA, Romania",3.3,3971
Maial college 2,2006,97,"USA, Romania",4.9,22084
Timber Falls,2007,100,"USA, Romania",5.2,5752
Headless Horseman,2007,87,"USA, Romania",3.8,960
Charlie Countryman deve morire,2013,103,"USA, Romania",6.4,26628
They're Watching,2016,95,"USA, Romania",5.6,3780
Talita,2020,90,"USA, Romania",7.7,153
They,2017,80,"USA, Qatar",4.8,468
The Survivor,1998,88,"USA, Puerto Rico",3.6,162
Ana,2020,105,"USA, Puerto Rico",5.7,1022
On the Run,1999,94,"USA, Portugal, France",6.1,269
Lisbona,1956,90,"USA, Portugal",5.9,382
Road to Red,2020,120,"USA, Portugal",4.2,472
The Lovebirds,2007,81,"USA, Portugal",5.6,147
Mutant Blast,2018,83,"USA, Portugal",7.4,779
Dark crimes,2016,92,"USA, Poland, UK",4.8,13766
Le cronache di Narnia - Il principe Caspian,2008,150,"USA, Poland, Slovenia, Czech Republic, UK",6.5,190392
An American in Texas,2017,97,"USA, Poland, Norway",5,183
Sangue innocente,1994,95,"USA, Poland",4.3,326
L'ultimo treno,2001,95,"USA, Poland",6.8,3340
The Foreigner,2003,96,"USA, Poland",3.4,6275
La frode,2012,107,"USA, Poland",6.6,49127
The Giant Mechanical Man,2012,95,"USA, Poland",6.7,9485
"Now, Forager",2012,93,"USA, Poland",6.5,201
Barracuda,2017,100,"USA, Poland",5.6,664
The Cannibal in the Jungle,2015,84,"USA, Philippines, UK",6.1,319
Extortion,2017,108,"USA, Philippines, Puerto Rico",6.2,6665
Un bacio per morire,1966,97,"USA, Philippines",3.9,230
Firecracker,1981,77,"USA, Philippines",5.7,536
The Velvet Vampire,1971,80,"USA, Philippines",5.5,665
Night of the Cobra Woman,1972,85,"USA, Philippines",4.2,316
The Thirsty Dead,1974,88,"USA, Philippines",3,552
She Devils in Chains,1976,76,"USA, Philippines",4.6,143
Project: Kill,1976,90,"USA, Philippines",3.9,293
Kill Squad,1982,85,"USA, Philippines",5.2,301
Guerriero americano,1985,95,"USA, Philippines",5.5,13583
The Devastator,1986,79,"USA, Philippines",5,186
Pacific Inferno,1979,89,"USA, Philippines",3.5,196
Equalizer 2000,1987,85,"USA, Philippines",4.2,467
Eye of the Eagle,1987,84,"USA, Philippines",4.4,110
Ultima missione,1984,101,"USA, Philippines",5.2,166
Nuda vendetta,1985,97,"USA, Philippines",5.7,478
Silk,1986,84,"USA, Philippines",4,251
No Dead Heroes,1986,86,"USA, Philippines",3.5,114
Corpi senza valore,1988,89,"USA, Philippines",4.4,153
Pugni d'acciaio,1989,85,"USA, Philippines",4.8,990
Fatal Mission,1990,84,"USA, Philippines",4.7,111
The Firing Line,1988,90,"USA, Philippines",2.9,295
Angel of Destruction,1994,86,"USA, Philippines",5.4,275
Oltre le linee nemiche,1997,89,"USA, Philippines",4.2,795
Driving Force,1989,90,"USA, Philippines",4.6,122
The Deathhead Virgin,1974,90,"USA, Philippines",3.5,113
Gone,2002,80,"USA, Philippines",7.4,1190
Blood Ransom,2014,101,"USA, Philippines",4.7,371
Lingua Franca,2019,89,"USA, Philippines",6.4,150
Crime Zone,1988,92,"USA, Peru",4.9,450
Fiamme sull'Amazzonia,1993,87,"USA, Peru",3.6,2436
186 Dollars to Freedom,2012,101,"USA, Peru",5.2,502
Josh,2013,104,"USA, Pakistan",7.2,1039
Polaroid,2019,88,"USA, Norway, Canada",5.1,9928
Downsizing - Vivere alla grande,2017,135,"USA, Norway",5.7,95518
Pelle Politibil går i vannet,2009,74,"USA, Norway",5.2,144
Nigerian Prince,2018,104,"USA, Nigeria",5.6,247
Le avventure di Tintin - Il segreto dell'Unicorno,2011,107,"USA, New Zealand, UK, France, Australia",7.3,213212
L'ultimo samurai,2003,154,"USA, New Zealand, Japan",7.7,392213
Boogeyman - L'uomo nero,2005,89,"USA, New Zealand, Germany",4.2,29341
Jojo Rabbit,2019,108,"USA, New Zealand, Czech Republic",7.9,253681
ABCs of Death 2,2014,125,"USA, New Zealand, Canada, Israel, Japan, Nigeria",5.4,7823
Project Eden: Vol. I,2017,95,"USA, New Zealand, Australia",3.2,382
Wired,1989,112,"USA, New Zealand",3.7,765
Al di là dei sogni,1998,113,"USA, New Zealand",7.1,100846
Kids World,2001,93,"USA, New Zealand",5.1,258
Without a Paddle - Un tranquillo week-end di vacanza,2004,95,"USA, New Zealand",5.9,43716
30 giorni di buio,2007,113,"USA, New Zealand",6.6,161844
Underworld - La ribellione dei Lycans,2009,92,"USA, New Zealand",6.6,148885
Black Christmas,2019,92,"USA, New Zealand",3.2,8646
L'orso Yoghi,2010,81,"USA, New Zealand",4.6,20027
Macchine mortali,2018,128,"USA, New Zealand",6.1,100004
The ABCs of Death,2012,129,"USA, New Zealand",4.7,17848
The Cure,2014,90,"USA, New Zealand",3.5,701
Bringing Up Bobby,2011,93,"USA, Netherlands, UK",5.1,1790
Yado,1985,89,"USA, Netherlands, Italy",5.1,38049
Ken Park,2002,93,"USA, Netherlands, France",5.9,28525
L'orca assassina,1977,92,"USA, Netherlands",5.8,10352
Uragano,1979,120,"USA, Netherlands",4.6,524
The Outsider,1979,128,"USA, Netherlands",6.8,167
L'occhio del gatto,1985,94,"USA, Netherlands",6.3,22311
Unico indizio la luna piena,1985,95,"USA, Netherlands",6.4,23233
Spookies,1986,85,"USA, Netherlands",5.1,2213
Codice Magnum,1986,106,"USA, Netherlands",5.6,30034
Down: Discesa infernale,2001,111,"USA, Netherlands",4.6,4073
Resistance,2003,92,"USA, Netherlands",5.3,592
Party Monster,2003,98,"USA, Netherlands",6.3,14790
Mysterious Skin,2004,105,"USA, Netherlands",7.6,65010
Somewhere Tonight,2011,85,"USA, Netherlands",5.9,248
Night Eyes,2014,80,"USA, Netherlands",4.3,128
Golden Kingdom,2015,104,"USA, Myanmar",6.2,113
Scomparsa nel nulla,2015,93,"USA, Morocco, Spain, UK",5.3,702
Oceano di fuoco - Hidalgo,2004,136,"USA, Morocco",6.7,76379
Real Premonition,2007,135,"USA, Morocco",6.4,104
Home of the Brave - Eroi senza gloria,2006,106,"USA, Morocco",5.6,10379
The Objective,2008,90,"USA, Morocco",5.5,7744
Queen of the Desert,2015,128,"USA, Morocco",5.7,9827
La Piramide,2014,89,"USA, Morocco",4.6,22741
Killing Salazar,2017,95,"USA, Monaco, Romania",3.8,1403
Kundun,1997,134,"USA, Monaco, Morocco",7,25870
Contract to Kill,2016,90,"USA, Monaco",3.4,1459
Cesar Chavez,2014,102,"USA, Mexico, United Arab Emirates",6.4,3168
Ad alto rischio,1981,94,"USA, Mexico, UK",5.8,1000
Apocalypto,2006,139,"USA, Mexico, UK",7.8,286225
L'amore ai tempi del colera,2007,139,"USA, Mexico, UK",6.4,22246
Escuadrón,1988,98,"USA, Mexico, Spain",4.6,112
Un giorno senza messicani,2004,100,"USA, Mexico, Spain",4.7,3019
Dragonball Evolution,2009,85,"USA, Mexico, Japan, Hong Kong, UK",2.5,69279
Sicario,2015,121,"USA, Mexico, Hong Kong",7.6,360616
La maschera di Zorro,1998,136,"USA, Mexico, Germany",6.7,166238
Traffic,2000,147,"USA, Mexico, Germany",7.6,193193
No manches Frida,2016,114,"USA, Mexico, Germany",5.5,1929
Il prescelto,2006,102,"USA, Mexico, Canada, Germany",3.7,63349
L'ultimo cacciatore,1995,118,"USA, Mexico, Canada",7,4826
Ricky 6,2000,111,"USA, Mexico, Canada",6,597
Elysium,2013,109,"USA, Mexico, Canada",6.6,413841
Romeo + Giulietta di William Shakespeare,1996,120,"USA, Mexico, Australia, Canada",6.7,206404
Titanic,1997,194,"USA, Mexico, Australia, Canada",7.8,1023181
Dora e la città perduta,2019,102,"USA, Mexico, Australia",6.1,21413
The Burning Plain - Il confine della solitudine,2008,107,"USA, Mexico, Argentina",6.8,18436
Lampi sul Messico,1933,70,"USA, Mexico",6.7,107
Tarzan e le sirene,1948,68,"USA, Mexico",5.9,1883
Il tesoro della Sierra Madre,1948,126,"USA, Mexico",8.2,111478
Viva il generale Josè!,1950,83,"USA, Mexico",5.6,143
L'amante del torero,1951,87,"USA, Mexico",6.8,489
El Tigre,1951,82,"USA, Mexico",5.2,245
Il grande matador,1955,94,"USA, Mexico",5.6,169
Bandito,1956,92,"USA, Mexico",6.2,877
La preda umana,1956,99,"USA, Mexico",6.4,1058
I falsari di Cuba,1957,84,"USA, Mexico",5.7,251
L'ultimo colpo in canna,1968,95,"USA, Mexico",6.4,1129
Gli avvoltoi hanno fame,1970,116,"USA, Mexico",7,23223
Un uomo chiamato cavallo,1970,114,"USA, Mexico",6.9,7955
Rio Lobo,1970,114,"USA, Mexico",6.8,10363
4 bastardi per un posto all'inferno,1969,92,"USA, Mexico",4.6,832
"Fango, sudore e polvere da sparo",1972,92,"USA, Mexico",7,1475
Jory,1973,97,"USA, Mexico",6,141
Slaughter - Uomo mitra,1972,92,"USA, Mexico",6.1,876
Pat Garrett e Billy Kid,1973,122,"USA, Mexico",7.3,17724
Il grande scout,1976,102,"USA, Mexico",6.3,1295
Il salario della paura,1977,121,"USA, Mexico",7.7,17202
L'uomo del confine,1980,99,"USA, Mexico",6,1581
Branco selvaggio,1981,97,"USA, Mexico",6.1,550
Il cavernicolo,1981,91,"USA, Mexico",5.8,6926
Zorro mezzo e mezzo,1981,93,"USA, Mexico",6.3,3971
Missing - Scomparso,1982,122,"USA, Mexico",7.7,18117
Amityville III,1983,105,"USA, Mexico",4.1,5618
Sotto tiro,1983,128,"USA, Mexico",7,6728
Conan il distruttore,1984,103,"USA, Mexico",5.9,75072
Dune,1984,137,"USA, Mexico",6.5,121764
Toy Soldiers,1984,91,"USA, Mexico",5,474
Il sogno della città fantasma,1985,95,"USA, Mexico",5.2,256
Rambo 2 - La vendetta,1985,96,"USA, Mexico",6.5,151441
Il mio nome è Remo Williams,1985,121,"USA, Mexico",6.5,10863
Un ponte di guai,1985,107,"USA, Mexico",5.5,8426
Eroi per un amico,1986,102,"USA, Mexico",5.3,1118
Born in East L.A.,1987,85,"USA, Mexico",6,5388
Doppio gioco,1987,88,"USA, Mexico",5.4,903
"Gaby, una storia vera",1987,110,"USA, Mexico",6.8,653
Due piedipiatti acchiappafantasmi,1986,86,"USA, Mexico",3.6,322
Su e giù per i Caraibi,1987,93,"USA, Mexico",5.9,3350
Missione letale,1986,97,"USA, Mexico",4.5,137
Predator,1987,107,"USA, Mexico",7.8,364725
Blue Iguana,1988,90,"USA, Mexico",5.2,468
L'ombra del peccato,1988,103,"USA, Mexico",5.1,1007
Walker - Una storia vera,1987,94,"USA, Mexico",6.6,3156
Deathstalker III - I guerrieri dell'inferno,1988,86,"USA, Mexico",2.8,1796
L'ombra di mille soli,1989,127,"USA, Mexico",6.5,6862
"Tesoro, mi si sono ristretti i ragazzi",1989,93,"USA, Mexico",6.4,139632
Old Gringo - Il vecchio gringo,1989,119,"USA, Mexico",5.8,1740
Romero,1989,102,"USA, Mexico",7.1,2070
Revenge - Vendetta,1990,124,"USA, Mexico",6.3,16303
Atto di forza,1990,113,"USA, Mexico",7.5,295762
